timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
2021-09-20 11:30:06,"b""Each time you tweet, @DonaldJTrumpJr, I remind you @Trump @EricTrump @JaredKushner @IvankaTrump you're treasonous grifting criminal Russian mob tools, traitors to US, we will seek justice &amp; accountability \xf0\x9f\x91\x80 #TrumpTaxes #TrumpRussia #TrumpSedition #TrumpFascism cc @January6thCmte""",b'HolleyA',"['TrumpTaxes', 'TrumpRussia', 'TrumpSedition', 'TrumpFascism']","Brooklyn, NY",3961,0,0
2021-09-20 10:50:50,"b""@MaryPatFlynn1 @donwinslow @ThugLifeSocial @Comey @FBI @HillaryClinton @POTUS45 @VP45 @GOP @Trump @TrumpTower Wow not to mention alpha Deutsche and all the other serving connections. Is this another I really don't care if certain ones do it nod blind eye. Must be the conservative thing to do.""",b'Me50692980',[],,25,0,0
2021-09-20 10:44:27,"b'@donwinslow @ThugLifeSocial @Comey @FBI @HillaryClinton @POTUS45 @VP45 @GOP @Trump @TrumpTower @POTUS45 \xe2\x80\x9cVoter Fraud\xe2\x80\x9d FALSE STATEMENTS have INCITED an INSURRECTION &amp; raised $102M for Donald J. Trump for President, Inc. (renamed/rebranded as MAKE AMERICA GREAT AGAIN PAC @FEC) &amp; are promoted/advertised on same website/domain/SERVER owned by:  INDICTED @Trump Org @TrumpTower https://t.co/mihLREeGh5'",b'MaryPatFlynn1',[],"Washington, DC",6533,5,7
2021-09-20 10:24:33,"b'@donwinslow @ThugLifeSocial @Comey @FBI were interested in @HillaryClinton SERVER, but had no issue with FACT that \xe2\x80\x9cCertified\xe2\x80\x9d @POTUS45 @VP45 @GOP \xe2\x80\x9cCAMPAIGN\xe2\x80\x9d website/domain/SERVER, which solicited 2016/2020 \xe2\x80\x9cCAMPAIGN\xe2\x80\x9d\xf0\x9f\x92\xb0&amp; sold/made\xf0\x9f\x92\xb0from #MAGATerrorist merch, is owned by:  The @Trump Organization @TrumpTower https://t.co/sgE31nOb21'",b'MaryPatFlynn1',['MAGATerrorist'],"Washington, DC",6533,10,17
2021-09-20 10:18:53,"b'@JoeBiden sleepy Joe, Those are Houthis you lift them from Terrorist list. They killed 17 year old boy !  Afghanistan , Yemen, US allies. No one trust you anymore! @cnni @FoxNews @trump https://t.co/p2oykJyijt'",b'name90757256',[],,311,0,0
2021-09-20 10:13:07,"b'@Romayah_baby85 @Trump @JoeBiden @POTUS @KamalaHarris Too bad that same ""cowboy"" would do it to any person of color during any administration. Please do better. A minimal amount of research would have helped. That\'s like saying problems in Haiti never existed before Aristide. Jumping on the MAGA propaganda train is base.'",b'Don19704',[],,6,0,0
2021-09-20 09:50:47,"b""@Baystate_Health @Trump if its my body, my choice why can't OUR women sell our own eggs for compensation. Like canada?""",b'HopeDies3',[],Anon,4,0,0
2021-09-20 08:26:47,b'@republic Agree @Trump',b'ArjunRajendras4',[],,60,0,0
2021-09-20 06:00:18,"b""Two #BigTech companies, do not play games with innocent clients. One group is watching your unethical deeds globally. How you are screening them.....   'Trump' will come into power in 2024, then you will be  #SmallestTech companies.   @HouseForeignGOP @Trump @EricTrump""",b'GoldSmithary',"['BigTech', 'SmallestTech']",,162,0,0
2021-09-20 05:18:40,"b'@RWMaloneMD https://t.co/MEmvagi8S2 @aha_com $ @simplemindscom @jonrappoport ! @EJUpClose @EricClapton ! @EricTrump @MELANIATRUMP @IvankaTrump  NO MORE pharma monies , ok# @Trump @TrumpWarRoom @DonaldJTrumpJr'",b'danielvincent',[],"Louisiana, USA",822,0,0
2021-09-20 05:14:41,b'So this is how we treating people now? Immigrants or not no one should be treated like this \xf0\x9f\x98\xa1 just when we thought @trump was the racist one now we know @JoeBiden @POTUS @KamalaHarris https://t.co/3RRhvg480A',b'Romayah_baby85',[],,6,0,0
2021-09-20 05:13:23,b'@Trump @TrumpNewYork @TrumpHotels Donald Trump has killed more ppl than bin laden.   Let That Sink In',b'realTrumpVirus1',[],,2,0,0
2021-09-20 04:00:33,b'@Trump @MarALago @TrumpBedminster @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse \xe2\x80\xa2The lender who receives the mortgage is called the: \xe3\x80\x8aMortgagee\xe3\x80\x8b \xe2\x80\xa2Mortgages &amp; Loans #RealEstateEducation\xe2\x99\xa6\xef\xb8\x8f',b'William05117610',['RealEstateEducation'],,0,0,0
2021-09-20 03:54:32,b'@Trump @MarALago @TrumpBedminster @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse  \xe2\x80\xa2Two or more people holding title to property at same time is:\xe3\x80\x8atenancy in common\xe3\x80\x8b \xe2\x80\xa2Chapter 3 \xe2\x80\xa2estates &amp; interests',b'William05117610',[],,0,0,0
2021-09-20 03:50:45,"b'@Trump @MarALago @CNN @FoxNews @MSNBC @SenateDems @HouseDemocrats @HouseGOP @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse \xe2\x80\xa2The most complete form of ownership &amp; bundle of rights is:\xe3\x80\x8aFee Simple Absolute, Fee, Fee Simple\xe3\x80\x8b \xe2\x80\xa2Chapter 3 \xe2\x80\xa2estates &amp; interests #RealEstateEducation\xe2\x99\xa6\xef\xb8\x8f'",b'William05117610',['RealEstateEducation'],,0,0,0
2021-09-20 03:46:01,b'@Trump @TrumpBedminster @MarALago @VP @POTUS @MSNBC @CNN @FoxNews @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse \xe2\x80\xa2The two types of water rights are: \xe3\x80\x8aRiparian &amp; Littoral\xe3\x80\x8b \xe2\x80\xa2Chapter 3 \xe2\x80\xa2estates &amp; interests',b'William05117610',[],,0,0,0
2021-09-20 03:38:49,b'@Trump @TrumpPalmBeach @MarALago @TrumpBedminster @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse  \xe2\x80\xa2provides an opinion of the value of the property: \xe3\x80\x8aAn Appraiser\xe3\x80\x8b \xe2\x80\xa2Real Estate \xe2\x80\xa2Chapter 8',b'William05117610',[],,0,0,0
2021-09-20 03:12:48,"b""@Rockcmrk @Dayleen4Kelowna @Martyupnorth_ @Trump Watching this right now with @marklevinshow https://t.co/hpw1twawjK he's blaming Marxism for all this draconian shxt. I'm sure Trump wouldn't require a vaccines on the same level but who knows. Everything is political entertainment while real people die and America lies.""",b'1wsky',[],observatory,524,0,0
2021-09-20 03:11:58,"b'This needs to be retweeted millions of times! That calls were in keeping with Milley\xe2\x80\x99s duty \xe2\x80\x9cconveying reassurance in order to maintain strategic stability,\xe2\x80\x9d the spokesman said regarding secret calls to China behind @Trump back ARE NOT ANY MILITARY OFFICERS DUTY!!! This general &gt;'",b'Unobtaniumll',[],United States,187,0,0
2021-09-20 03:06:09,b'@1wsky @duke_canuck @Martyupnorth_ @pdf00587301 @Trump talks about all the ill effects as well as reproduction. Will find a specific scientific literature on reproduction. 10.30min talks of reproduction ill effects. https://t.co/zvwOiNilaB',b'ResetTime28',[],,402,2,3
2021-09-20 03:00:34,b'@Trump @TrumpNewYork @TrumpHotels God damn looks nice.',b'DonaldB46007585',[],,0,0,0
2021-09-20 02:47:16,"b'@Rockcmrk @Dayleen4Kelowna @Martyupnorth_ I\'m so very sorry. And don\'t the vaccine companies have ""immunity""? ironically enough, sickly. @trump \xf0\x9f\x98\xa1 hint #1 when not so sciencey pres vaccine ""miracle"". And ""emergency use authorization"". It was novel long ago and has mutated thousands of times. Obesity largest factor. https://t.co/KMmzW5MhOM'",b'1wsky',[],observatory,524,0,0
2021-09-20 02:29:11,b'@ger_Kreuz @alliesavvy @Overstock @Trump @BusinessInsider Depends upon how long reporter has gone without having some.',b'suba_says',[],"Los Angeles, CA",232,0,1
2021-09-20 02:24:36,"b""@ResetTime28 @duke_canuck @Martyupnorth_ @pdf00587301 @Trump Can you back up the sterilization claim with anything scientific you've found online?""",b'1wsky',[],observatory,524,0,1
2021-09-20 02:09:10,"b""@alliesavvy @Overstock @Trump @BusinessInsider's words, not mine.""",b'ger_Kreuz',[],ðŸŒŽEarth ,573,0,1
2021-09-20 02:08:09,b'@1wsky @duke_canuck @Martyupnorth_ @pdf00587301 @Trump Its a long term business plan. And a major part of that plan is population reduction and sterilization through injections',b'ResetTime28',[],,402,0,2
2021-09-20 02:07:56,b'@Trump @TrumpPalmBeach @MarALago @TrumpBedminster @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse \xe2\x80\xa2To record a deed it must be: \xe3\x80\x8aAcknowledged\xe3\x80\x8b \xe2\x80\xa2Chapter 5 \xe2\x80\xa2Deeds #RealEstateEducation\xe2\x99\xa6\xef\xb8\x8f',b'William05117610',['RealEstateEducation'],,0,0,0
2021-09-20 02:06:35,"b'@ResetTime28 @duke_canuck @Martyupnorth_ @pdf00587301 I guess it\'s interesting bcz @Trump is still banned from Twitter &amp; it was his ""miracle"" ""baby"" but conveniently he isn\'t going2b held accountable 4it &amp;neither Biden or the pharmaceutical companies. This is such a concerted effort to popularize this synthetic biology as a vaccine.'",b'1wsky',[],observatory,524,0,1
2021-09-20 02:05:18,b'@ger_Kreuz @Overstock @Trump Glamorous?  Are you blind?',b'alliesavvy',[],,1549,0,1
2021-09-20 02:01:44,b'@Trump @MarALago @TrumpBedminster @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @BBC @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse \xe2\x80\xa2A New York Tax on the conveyance of title to real property is: \xe3\x80\x8aReal Property Transfer Tax\xe3\x80\x8b  \xe2\x80\xa2Chapter 8 \xe2\x80\xa2Title Closing &amp; Costs',b'William05117610',[],,0,0,0
2021-09-20 01:57:07,b'@Trump @MarALago @TrumpBedminster @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBC @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse  \xe2\x80\xa2A mortgage that is paid monthly of both principal &amp; interest is: \xe3\x80\x8aAmortized Mortgage\xe3\x80\x8b \xe2\x80\xa2Chapter 9 \xe2\x80\xa2Real Estate Finance',b'William05117610',[],,0,0,0
2021-09-20 01:51:41,b'@Trump @MarALago @TrumpBedminster @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse \xe2\x80\xa2Having a larger payment due at the end of its term is called: \xe3\x80\x8aBalloon Mortgage\xe3\x80\x8b \xe2\x80\xa2Chapter 9 \xe2\x80\xa2Real Estate Finance',b'William05117610',[],,0,0,0
2021-09-20 01:48:07,b'@Trump @TrumpPalmBeach @MarALago @TrumpBedminster @DonaldJTrumpJr @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse \xe2\x80\xa2A mortgage should always be: \xe3\x80\x8aRecorded\xe3\x80\x8b \xe2\x80\xa2Chapter 9 \xe2\x80\xa2Real Estate Finance',b'William05117610',[],,0,0,0
2021-09-20 01:17:05,b'ANALYZE #Westphalia created to FLEE Middle Age chaotic decentralized WARS #actors &gt; duchies/feudal/Kings/#Pope/#Pirates replaced by #NGOs/#FDA/#CDC/#PopeFrancis + #AnthonyFauci #WHO funded #SARS UPGRADE &gt;#covid19 + #BillGates stepping OVER #USA/@Trump = NEW #Soros Middle Age #CNN https://t.co/LUIhhSdjaY',b'mOvOmnivisiOn',"['Westphalia', 'actors', 'Pope', 'Pirates', 'NGOs', 'FDA', 'CDC', 'PopeFrancis', 'AnthonyFauci', 'WHO', 'SARS', 'covid19', 'BillGates', 'USA', 'Soros', 'CNN']",Partout,248,0,0
2021-09-20 01:15:50,b'@Trump Mr Trump how does one sue the government these vaccine mandates are causing so much stress for 1st responders like myself and nurses who were heros not long ago',b'Bill00355453',[],,1,0,0
2021-09-20 00:57:00,b'@_LifeisaSnap @ReallyAmerican1 @TrumpTower @Trump @TishJames Have a change of heart \xe2\x99\xa5\xef\xb8\x8f because the #ImpeachmentExpress isn\xe2\x80\x99t sending #DonaldTrump to the #EmmyAwards since @Trump remains under investigation for his role in January\xe2\x80\x99s #CapitolAttack prior @JoeBiden entering the @WhiteHouse.   #January6thCommission #TrumpUnderInvestigation https://t.co/bMfznOl21J',b'TBlackwe85',"['ImpeachmentExpress', 'DonaldTrump', 'EmmyAwards', 'CapitolAttack', 'January6thCommission', 'TrumpUnderInvestigation']","Washington, DC/Baltimore, MD",775,0,0
2021-09-20 00:25:17,"b""@Trump Let's also remember the over 600,000 covid deaths that can be under the Trump organization umbrella. He knew from the start, and did shit.""",b'McWhaty',[],,6,0,0
2021-09-20 00:07:06,"b""@KevinEn19473152 @mysayjp @Trump Where the rest of it you can't just pick what you want show it all to see""",b'Robin20064884',[],,177,0,0
2021-09-19 23:22:59,"b""@RobSchneider And that's how @trump (oh wait..for some reason he's not on most social media anymore \xf0\x9f\xa4\x94) got voted out.""",b'PurpleShimm3rs',[],,83,0,2
2021-09-19 23:22:21,"b""@Leeeeenda3 @MaryPatFlynn1 @politvidchannel @EricTrumpFdn @parscale @StJude @Trump @POTUS45 @VP45 @GOP RNC Smartech server hacked by RU (Contents FN 140 Mueller) had Rove's data on election rigs 00, 04, Koch i360 &amp; Cambridge Analytica data all dumped in Trump's campaign. If you have data, you can manipulate vote tallies. h/t @carolecadwalla #DatabaseofTruth https://t.co/E8GWg6kGkF""",b'sprzyslp',['DatabaseofTruth'],United States,6065,1,2
2021-09-19 22:44:53,"b""#PatrickByrne, the #proTrump former @Overstock CEO admits funneling cash to his ex-lover #MariaButina, the glamorous spy elected to Russia's parliament this week  cc: @Trump  https://t.co/19uF8DNRjG""",b'ger_Kreuz',"['PatrickByrne', 'proTrump', 'MariaButina']",ðŸŒŽEarth ,573,0,0
2021-09-19 22:09:32,b'@chanzuckerberg FREEDOM OF SPEECH! I am not famous! Are you monitoring social media like COMMUNISTS and NAZIs @bbc @itv @all3mefia @archos @trump @stalin @putin @marx @garvey @mussillini @facists @stevewoz @markzuckerberg @fcc @nyse https://t.co/oY6N2tblDs',b'JacquiDHz',[],"Chicago,IL  (Southside) ",80,0,0
2021-09-19 22:09:21,b'@chanzuckerberg FREEDOM OF SPEECH! I am not famous! Are you monitoring social media like COMMUNISTS and NAZIs @bbc @itv @all3mefia @archos @trump @stalin @putin @marx @garvey @mussillini @facists @stevewoz @markzuckerberg @fcc @nyse https://t.co/Y1ct2L5STv',b'JacquiDHz',[],"Chicago,IL  (Southside) ",80,0,0
2021-09-19 22:08:45,b'@chanzuckerberg FREEDOM OF SPEECH! I am not famous! Are you monitoring social media like COMMUNISTS and NAZIs @bbc @itv @all3mefia @archos @trump @stalin @putin @marx @garvey @mussillini @facists @stevewoz @markzuckerberg @fcc @nyse https://t.co/LCStBdgjQJ',b'JacquiDHz',[],"Chicago,IL  (Southside) ",80,0,0
2021-09-19 22:06:06,"b'@luciofors @AJA_Cortes Yes, this is @Trump International Hotel and Tower, not @TrumpTower.'",b'DoLesbiansTip',[],"Minneapolis, Minnesota, USA",842,0,0
2021-09-19 22:05:23,b'@AJA_Cortes I didn\xe2\x80\x99t think that @Trump operates a hotel at @TrumpTower on Fifth Avenue.  I think you mean Trump International Hotel and Tower at Columbus Circle.',b'DoLesbiansTip',[],"Minneapolis, Minnesota, USA",842,0,0
2021-09-19 21:18:16,"b'@Trump @MarALago @TrumpBedminster @WSJ @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse  \xe2\x80\xa2is one that is not discoverable by ordinary, reasonable inspection: \xe3\x80\x8aLatent Defects\xe3\x80\x8b \xe2\x80\xa2Chapter 2 \xe2\x80\xa2Law Of Agency'",b'William05117610',[],,0,0,0
2021-09-19 21:11:29,b'@Trump @MarALago @TrumpBedminster @DonaldJTrumpJr @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse \xe2\x80\xa2The two types of liens are: \xe3\x80\x8avoluntary &amp; involuntary\xe3\x80\x8b \xe2\x80\xa2Chapter 4 \xe2\x80\xa2Liens &amp; Easements',b'William05117610',[],,0,0,0
2021-09-19 21:05:48,b'@Trump @MarALago @TrumpBedminster @CNN @FoxNews @MSNBC @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse \xe2\x80\xa2The market that buys &amp; sells mortgages to keep it liquid is: \xe3\x80\x8aSecondary Market\xe3\x80\x8b \xe2\x80\xa2Chapter 9 \xe2\x80\xa2Real Estate Finance',b'William05117610',[],,0,0,0
2021-09-19 20:59:43,b'@Trump @TrumpPalmBeach @MarALago @TrumpBedminster @MSNBC @CNN @FoxNews @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes @GovKathyHochul @WhiteHouse  \xe2\x80\xa2Who oversees most land use decision in New York: \xe3\x80\x8aCourts\xe3\x80\x8b \xe2\x80\xa2Chapter 10 \xe2\x80\xa2Land Use Regulations',b'William05117610',[],,0,0,0
